short_name,long_name,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,power_shot_power,power_stamina,power_strength,mentality_vision,mentality_penalties,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,mentality_interceptions,power_jumping,overall,player_tags,"resource player"
"L. Majer","Lovro Majer",82,60,42,72,67,82,84,78,74,78,77,63,77,66,53,74,78,41,26,9,12,12,5,38,50,71,,http://dbpedia.org/resource/Lovro_Majer
"N. Rusyn","Nazariy Rusyn",32,74,66,68,64,64,36,34,27,66,77,78,69,53,59,45,57,16,16,10,11,14,9,13,71,71,,http://dbpedia.org/resource/Nazariy_Rusyn
"T. Cardozo","Thiago Gastón Cardozo Brugman",12,14,15,14,16,18,19,20,12,12,37,38,51,30,65,21,13,16,14,65,70,68,73,18,75,71,,http://dbpedia.org/resource/Thiago_Cardozo
Villalibre,"Asier Villalibre Molina",34,72,74,60,67,63,60,36,45,68,70,74,81,67,91,52,73,32,30,13,15,15,12,31,79,71,#Strength,http://dbpedia.org/resource/Asier_Villalibre
"I. Brown","Isaiah Brown",69,65,59,70,56,75,60,55,67,75,74,73,64,65,65,74,60,45,40,9,7,14,7,43,69,71,,http://dbpedia.org/resource/Izzy_Brown
Pozo,"José Ángel Pozo la Rosa",65,70,57,77,69,75,65,64,75,76,77,69,64,65,59,68,66,68,55,8,7,8,8,56,54,71,,http://dbpedia.org/resource/José_Ángel_Pozo
"D. Kownacki","Dawid Kownacki",54,72,66,66,63,70,52,32,59,70,78,72,78,72,73,62,72,18,16,15,13,9,9,43,70,71,,http://dbpedia.org/resource/Dawid_Kownacki
"J. Andersson","Eric Joel Andersson",67,44,47,68,46,67,68,42,62,69,82,85,54,83,65,64,45,67,65,7,13,6,13,66,71,71,,http://dbpedia.org/resource/Joel_Andersson
"J. Aribo","Joseph Oluwaseyi Temitope Ayodele-Aribo",65,64,51,73,52,76,66,59,70,75,78,85,62,75,67,75,61,63,58,14,13,11,5,55,58,71,,http://dbpedia.org/resource/Joe_Aribo
"J. Elías","Jalil Juan José Elías",64,44,58,76,42,68,48,52,70,72,65,67,66,76,65,72,56,74,72,9,6,13,9,69,66,71,,http://dbpedia.org/resource/Jalil_Elías
"R. Pierre-Gabriel","Ronaël Julien Pierre-Gabriel",68,41,60,64,43,69,60,35,51,67,74,79,57,69,68,54,56,71,69,11,10,10,6,65,90,71,,http://dbpedia.org/resource/Ronaël_Pierre-Gabriel
"R. McGree","Riley McGree",65,73,53,69,64,75,68,62,68,73,82,79,68,82,73,72,63,63,58,12,9,5,8,65,68,71,,http://dbpedia.org/resource/Riley_McGree
"F. Bjørkan","Fredrik André Bjørkan",64,49,56,62,37,63,49,32,54,62,78,82,45,84,67,51,42,68,66,9,13,10,12,68,71,71,,http://dbpedia.org/resource/Fredrik_André_Bjørkan
"O. Etebo","Oghenekaro Etebo",61,59,68,72,66,74,62,66,70,76,79,76,80,80,77,67,69,74,73,10,12,13,12,68,79,71,,http://dbpedia.org/resource/Peter_Etebo
"F. Jensen","Fredrik Jensen",68,68,56,72,70,75,61,40,63,75,67,70,75,66,75,70,48,57,56,5,11,6,6,41,68,71,,"http://dbpedia.org/resource/Fredrik_Jensen_(footballer,_born_1997)"
"A. Bodart","Arnaud Bodart",15,7,15,20,7,9,15,11,28,11,25,17,49,20,55,42,10,12,14,73,72,65,68,15,61,71,,http://dbpedia.org/resource/Arnaud_Bodart
"J. Intriago","Jefferson Alfredo Intriago Mendoza",65,30,64,72,31,72,63,58,72,72,73,71,65,89,71,63,63,65,64,5,12,9,7,65,68,71,,http://dbpedia.org/resource/Jefferson_Intriago
"M. Ashimeru","Majeed Ashimeru",64,62,41,72,55,73,57,48,70,73,73,69,70,81,64,72,46,63,58,12,12,11,12,63,62,71,,http://dbpedia.org/resource/Majeed_Ashimeru
"S. Ferreira","Carlos Sebastián Ferreira Vidal",41,76,68,66,58,75,57,59,52,70,72,70,76,64,62,60,73,27,25,5,10,13,6,30,74,71,,http://dbpedia.org/resource/Sebastián_Ferreira
"K. Acosta","Kellyn Kai Perry-Acosta",68,60,66,71,55,71,77,73,67,72,77,76,79,90,66,66,66,67,60,12,7,12,8,66,80,71,,http://dbpedia.org/resource/Kellyn_Acosta
"M. Bolados","Marcos Nikolas Bolados Hidalgo",67,69,27,70,33,71,56,47,65,70,88,80,70,74,67,68,56,61,59,14,9,8,10,59,59,71,,http://dbpedia.org/resource/Marcos_Bolados
"B. Cortés","Brayan Josué Cortés Fernández",29,14,16,25,15,13,16,12,23,25,48,48,50,40,70,41,21,14,15,70,71,67,71,30,59,71,,http://dbpedia.org/resource/Brayan_Cortés
"I. Success","Isaac Ajayi Success",73,67,64,68,57,77,56,54,55,76,69,76,80,53,75,62,68,33,24,8,15,14,8,22,78,71,,http://dbpedia.org/resource/Isaac_Success
"B. Manuel","Manuel Benson Hedilazio",74,58,38,71,59,76,66,66,62,74,84,74,71,57,61,70,57,34,35,16,12,8,16,39,86,71,,http://dbpedia.org/resource/Manuel_Benson
"Curro Sánchez","Francisco José Sánchez Rodríguez",68,75,43,67,51,70,74,72,65,71,75,73,67,66,35,75,69,46,35,12,9,9,8,41,38,71,,http://dbpedia.org/resource/Curro_Sánchez
"N. Sarenren Bazee","Noah Joel Sarenren Bazee",72,63,53,69,55,77,64,42,54,72,87,78,64,52,53,60,52,26,29,15,6,13,11,31,66,71,,http://dbpedia.org/resource/Noah_Sarenren_Bazee
"F. Boya","Frank Thierry Boya",59,43,63,68,31,67,55,54,61,69,62,67,78,84,93,64,54,70,69,15,7,9,14,69,67,71,#Strength,http://dbpedia.org/resource/Frank_Boya
"J. Álvarez","Juan Pablo Álvarez",63,62,38,67,48,74,54,42,62,72,78,76,69,74,64,74,59,35,31,10,8,7,13,33,47,71,,"http://dbpedia.org/resource/Juan_Álvarez_(footballer,_born_February_1996)"
Gorosabel,"Andoni Gorosabel Espinosa",68,38,66,67,39,60,58,33,58,68,62,67,46,66,63,35,38,71,70,8,6,10,10,73,56,71,,http://dbpedia.org/resource/Andoni_Gorosabel
"I. Ganago","Ignatius Kpene Ganago",62,72,65,66,60,73,51,40,54,71,74,78,78,65,75,48,66,17,14,9,10,8,8,45,66,71,,http://dbpedia.org/resource/Ignatius_Ganago
"A. Méndez","Armando Jesús Méndez Alcorta",66,48,44,66,31,56,31,29,64,62,79,77,33,86,95,40,39,72,68,14,12,11,14,66,77,71,#Strength,http://dbpedia.org/resource/Armando_Méndez
"K. Günter","Koray Günter",32,23,69,69,28,56,21,26,72,65,65,65,50,58,75,59,37,75,73,13,10,10,9,68,74,71,,http://dbpedia.org/resource/Koray_Günter
"R. Woods","Ryan Woods",65,49,48,72,57,70,57,55,77,73,72,72,58,86,59,65,49,65,63,15,12,11,7,66,81,71,,"http://dbpedia.org/resource/Ryan_Woods_(footballer,_born_1993)"
"H. Mukhtar","Hany Mukhtar",68,60,40,73,55,73,60,67,64,75,76,81,70,85,53,71,60,42,44,15,10,9,9,45,72,71,,http://dbpedia.org/resource/Hany_Mukhtar
"M. Romeo","Mahlon Beresford Baker Romeo",64,47,58,63,29,68,55,35,61,64,77,78,57,82,67,63,48,73,68,8,13,12,15,67,76,71,,http://dbpedia.org/resource/Mahlon_Romeo
"A. Vindheim","Andreas Aalen Vindheim",72,51,61,61,51,67,67,51,57,68,79,87,63,83,64,65,50,64,63,13,8,6,9,65,58,71,,http://dbpedia.org/resource/Andreas_Vindheim
"R. Framberger","Raphael Framberger",61,41,54,64,40,50,38,40,51,63,75,87,42,64,58,48,39,73,71,13,15,11,8,66,61,71,,http://dbpedia.org/resource/Raphael_Framberger
"J. Gyamerah","Jan Gyamerah",63,40,59,68,26,69,61,34,60,72,76,82,42,67,69,51,42,72,66,13,12,15,12,67,63,71,,http://dbpedia.org/resource/Jan_Gyamerah
"J. Byrne","Jack Byrne",69,66,49,70,52,72,72,66,67,71,77,74,68,77,67,70,62,53,51,7,8,12,8,50,68,71,,"http://dbpedia.org/resource/Jack_Byrne_(footballer,_born_1996)"
"S. Perica","Stipe Perica",44,74,77,58,66,66,44,44,38,68,67,62,74,63,78,50,62,22,18,10,15,15,9,26,71,71,,http://dbpedia.org/resource/Stipe_Perica
Saúl,"Saúl García Cabrero",73,29,69,70,22,63,60,65,54,73,70,67,66,62,67,53,43,69,70,7,14,15,15,68,61,71,,"http://dbpedia.org/resource/Saúl_García_(footballer,_born_1994)"
"David Costas","David Costas Cordal",65,42,77,73,31,59,30,59,68,73,65,63,46,61,66,50,50,72,71,10,15,10,14,76,74,71,,http://dbpedia.org/resource/David_Costas
"D. Phillips","Dillon Phillips",19,15,12,32,19,21,19,20,18,27,48,43,47,38,58,20,27,20,16,72,67,62,70,14,51,71,,http://dbpedia.org/resource/Dillon_Phillips
"C. Aboagye","Clifford Aboagye",66,51,42,78,54,74,73,62,75,77,77,76,68,68,36,75,68,51,48,8,10,13,7,56,31,71,,http://dbpedia.org/resource/Clifford_Aboagye
"M. Manotas","Mauro Andrés Manotas Páez",51,74,65,70,62,70,43,39,54,69,72,72,75,74,61,60,69,31,27,8,13,15,9,27,69,71,,http://dbpedia.org/resource/Mauro_Manotas
"D. Furlong","Darnell Furlong",68,35,72,59,30,68,48,36,57,71,72,76,36,69,67,60,49,69,69,14,13,11,9,68,78,71,,http://dbpedia.org/resource/Darnell_Furlong
"V. Koziello","Vincent Edouard André Koziello",71,60,49,73,63,71,71,54,71,70,76,72,65,78,30,76,60,70,69,14,9,14,12,69,64,71,#Acrobat,http://dbpedia.org/resource/Vincent_Koziello
"E. Velázquez","Emiliano Daniel Velázquez Maldonado",24,51,63,65,28,53,25,26,71,70,63,42,57,71,80,35,37,74,71,7,14,10,11,71,87,71,,http://dbpedia.org/resource/Emiliano_Velázquez
"A. Bobichon","Antonin Bobichon",65,67,55,75,68,75,76,77,69,73,66,71,83,68,66,76,67,58,49,15,10,11,12,58,58,71,,http://dbpedia.org/resource/Antonin_Bobichon
"B. Nieuwkoop","Bart Nieuwkoop",67,34,65,68,35,64,46,45,70,70,74,77,65,76,72,63,42,70,65,8,11,9,7,68,81,71,,http://dbpedia.org/resource/Bart_Nieuwkoop
"L. Haraslín","Lukáš Haraslín",66,63,59,67,58,72,68,54,66,72,77,80,62,78,61,67,58,41,48,13,12,13,10,33,73,71,#Acrobat,http://dbpedia.org/resource/Lukáš_Haraslín
"B. Ramselaar","Bart Ramselaar",63,66,54,70,63,76,66,55,66,74,85,82,66,77,64,67,58,52,45,7,10,15,12,48,54,71,,http://dbpedia.org/resource/Bart_Ramselaar
"Gil Dias","Gil Bastião Dias",65,64,57,71,60,74,59,63,61,75,73,74,72,72,63,70,53,57,55,5,6,14,7,56,53,71,,http://dbpedia.org/resource/Gil_Dias
"Eduardo Henrique","Eduardo Henrique da Silva",64,64,57,73,66,73,75,64,71,74,69,72,73,70,74,72,67,66,58,12,11,9,12,71,71,71,,http://dbpedia.org/resource/Eduardo_Henrique
"Pol Lirola","Pol Mikel Lirola Kosok",76,40,64,72,58,74,73,30,68,74,78,76,58,72,64,62,30,74,73,12,12,5,9,70,66,71,,http://dbpedia.org/resource/Pol_Lirola
"M. Kaye","Mark-Anthony Kaye",60,55,68,75,44,72,56,37,70,73,71,74,62,84,68,71,46,70,63,14,10,9,6,69,68,71,,http://dbpedia.org/resource/Mark-Anthony_Kaye
"André Pereira","André Filipe Ferreira Coelho Pereira",55,73,72,68,71,65,52,38,70,70,60,67,74,52,76,53,64,23,21,11,7,13,14,19,67,71,,http://dbpedia.org/resource/André_Pereira_(footballer)
"L. Takács","Ladislav Takács",41,54,74,71,54,60,44,32,66,66,61,60,72,71,84,61,40,73,70,8,14,14,13,69,57,71,,http://dbpedia.org/resource/Laco_Takács
"S. Dimitrievski","Stole Dimitrievski",11,20,14,23,15,18,17,17,27,19,35,38,51,40,72,51,21,19,17,72,70,68,74,21,60,71,,http://dbpedia.org/resource/Stole_Dimitrievski
"A. Maxsø","Andreas Beyer Maxsø",41,47,73,70,31,41,44,35,66,66,44,50,52,70,84,34,50,72,69,10,9,10,16,68,76,71,,http://dbpedia.org/resource/Andreas_Maxsø
"S. Schonlau","Sebastian Schonlau",40,39,67,68,31,50,34,42,58,58,61,56,48,69,74,44,49,77,74,15,13,11,8,70,78,71,,http://dbpedia.org/resource/Sebastian_Schonlau
Samir,"Samir Caetano de Souza Santos",63,24,68,62,28,58,29,30,58,62,60,62,60,66,72,47,44,76,74,11,11,14,11,73,58,71,,"http://dbpedia.org/resource/Samir_(footballer,_born_1994)"
"J. Cooper","Jake Cooper",27,30,79,56,32,47,27,28,61,58,51,53,42,72,81,50,41,68,70,8,10,13,12,69,80,71,"#Aerial Threat",http://dbpedia.org/resource/Jake_Cooper_(footballer)
"D. Iorfa","Dominic Iorfa",63,45,66,63,24,60,37,24,60,63,77,87,47,69,84,56,31,72,71,13,13,8,10,69,43,71,,"http://dbpedia.org/resource/Dominic_Iorfa_(footballer,_born_1995)"
"Dani Calvo","Daniel Pedro Calvo San Román",49,39,67,66,31,43,40,45,56,61,54,46,58,67,86,48,55,72,66,11,7,12,13,69,85,71,,http://dbpedia.org/resource/Dani_Calvo
"E. Horvath","Ethan Shea Horvath",11,17,13,31,14,16,16,17,30,22,48,49,43,30,64,50,11,9,8,78,66,57,62,10,64,71,,http://dbpedia.org/resource/Ethan_Horvath
"A. Gomaa","Abdallah Gomaa",67,54,50,66,46,71,64,53,56,70,86,84,68,75,67,58,65,64,67,8,12,14,14,68,73,71,,http://dbpedia.org/resource/Abdallah_Gomaa
"J. Fulton","Jay Fulton",54,52,68,71,45,63,49,33,69,72,67,64,67,69,75,63,51,73,73,11,11,8,11,70,56,71,,http://dbpedia.org/resource/Jay_Fulton
"S. Prevljak","Smail Prevljak",62,75,62,63,72,68,64,59,57,73,67,69,74,76,74,57,66,16,12,15,11,11,12,16,69,71,,http://dbpedia.org/resource/Smail_Prevljak
"L. Paqarada","Leart Paqarada",75,36,56,68,41,67,76,73,67,71,77,75,65,75,65,58,44,70,67,10,9,11,7,65,62,71,,http://dbpedia.org/resource/Leart_Paqarada
"T. Wellenreuther","Timon Wellenreuther",9,9,18,32,10,16,12,14,27,27,52,54,50,31,67,35,23,11,9,74,67,66,68,23,75,71,,http://dbpedia.org/resource/Timon_Wellenreuther
"J. Butez","Jean Butez",14,17,20,24,17,25,13,14,17,26,49,40,55,42,58,38,21,12,13,73,67,73,68,17,58,71,,http://dbpedia.org/resource/Jean_Butez
"O. Oularé","Mamadou Obbi Oularé",52,70,74,67,67,66,40,29,38,68,60,67,82,34,94,67,68,21,20,9,6,8,9,22,63,71,#Strength,http://dbpedia.org/resource/Obbi_Oularé
"O. Boscagli","Olivier Maxime Boscagli",68,23,67,72,29,69,52,30,65,71,66,66,39,71,69,63,36,71,67,8,7,14,8,71,71,71,,http://dbpedia.org/resource/Olivier_Boscagli
Aitor,"Aitor Cantalapiedra Fernández",69,72,42,67,58,74,78,72,59,72,81,79,62,68,49,72,67,24,22,11,14,14,10,28,40,71,,http://dbpedia.org/resource/Aitor_Cantalapiedra
"F. Aursnes","Fredrik Aursnes",68,62,57,72,52,66,68,63,69,68,72,76,68,93,62,66,66,68,63,12,14,14,8,68,71,71,#Engine,http://dbpedia.org/resource/Fredrik_Aursnes
"D. Warmerdam","Django Warmerdam",68,53,62,65,57,74,69,55,64,71,70,74,78,82,72,66,48,64,64,5,15,12,14,69,86,71,,http://dbpedia.org/resource/Django_Warmerdam
"F. Diabaté","Fousseni Diabaté",63,68,62,64,65,77,43,38,56,75,78,74,68,63,37,68,59,17,14,9,12,7,12,20,47,71,,http://dbpedia.org/resource/Fousseni_Diabaté
"A. Gholizadeh","Ali Gholizadeh",67,63,34,70,47,74,56,36,68,76,74,73,62,71,62,64,55,45,47,14,12,13,10,24,76,71,,http://dbpedia.org/resource/Ali_Gholizadeh
"Vítor Tormena","Vítor Tormena de Farias",66,28,70,67,26,58,40,25,63,68,55,49,56,65,84,39,41,73,75,8,5,12,8,72,32,71,,http://dbpedia.org/resource/Vítor_Tormena
"A. Julio","Anderson Andrés Julio Santos",70,65,44,65,50,74,61,54,50,69,83,82,71,74,60,63,55,27,31,7,6,11,15,21,52,71,,http://dbpedia.org/resource/Anderson_Julio
"M. Gillespie","Mark Gillespie",13,16,11,34,12,17,12,15,35,29,34,35,50,39,66,42,19,11,19,74,68,66,72,25,70,71,,http://dbpedia.org/resource/Mark_Gillespie_(footballer)
"T. Kalas","Tomáš Kalas",51,38,73,66,24,61,25,18,60,64,71,73,66,74,77,48,53,72,73,8,8,9,7,72,80,71,,http://dbpedia.org/resource/Tomáš_Kalas
"T. Kongolo","Terence Kongolo",66,27,68,63,40,65,63,44,62,68,67,70,67,65,75,49,42,74,73,8,14,12,11,72,86,71,,http://dbpedia.org/resource/Terence_Kongolo
"Adrián Ortolá","Adrián Ortolá Vañó",19,14,16,45,10,18,30,18,48,28,49,52,56,43,54,62,29,13,16,70,68,74,70,19,72,71,,http://dbpedia.org/resource/Adrián_Ortolá
"J. Price","Jack Alexander Price",65,37,46,75,34,59,62,59,77,67,55,49,57,77,65,70,50,64,61,14,9,15,10,68,69,71,,"http://dbpedia.org/resource/Jack_Price_(footballer,_born_1992)"
"Y. Benzia","Yassine Benzia",66,69,64,71,69,77,77,71,66,72,68,65,71,69,58,75,76,46,38,6,9,14,13,55,81,71,,http://dbpedia.org/resource/Yassine_Benzia
"A. Linde","Andreas Christopher Linde",16,13,12,22,12,20,13,12,18,18,48,49,49,25,70,54,23,14,11,73,67,65,69,22,60,71,,http://dbpedia.org/resource/Andreas_Linde
Eugeni,"Eugeni Valderrama Domènech",70,70,56,75,65,74,73,75,73,76,64,67,65,71,72,72,72,59,48,6,10,7,10,58,53,71,,http://dbpedia.org/resource/Eugeni_Valderrama
"M. Schuhen","Marcel Schuhen",19,19,14,30,14,22,15,20,28,27,55,50,51,40,78,55,26,16,18,73,68,68,67,18,64,71,,http://dbpedia.org/resource/Marcel_Schuhen
"I. Kutepov","Ilya Kutepov",34,35,80,68,43,38,40,55,71,54,35,35,74,70,79,46,36,73,72,12,8,12,16,76,36,71,,http://dbpedia.org/resource/Ilya_Kutepov
"C. Jean","Corentin Jean",73,67,61,69,69,72,68,59,64,70,77,76,70,61,53,66,64,22,21,12,7,14,10,32,34,71,#Acrobat,http://dbpedia.org/resource/Corentin_Jean
"D. Heuer Fernandes","Daniel Heuer Fernandes",7,11,10,28,7,20,13,12,25,26,42,44,53,43,69,40,19,16,11,72,69,70,69,16,70,71,,http://dbpedia.org/resource/Daniel_Heuer_Fernandes
"S. Piette","Samuel Piette",40,27,60,70,26,56,56,34,66,64,61,58,60,91,73,58,49,71,59,15,10,10,7,71,74,71,,http://dbpedia.org/resource/Samuel_Piette
"J. Une Larsson","Jacob Une Larsson",53,41,74,64,35,38,39,35,63,54,65,70,51,72,71,44,32,73,69,13,8,12,10,67,90,71,,http://dbpedia.org/resource/Jacob_Une_Larsson
"A. Fransson","Alexander Fransson",62,59,60,71,62,69,64,58,71,73,66,70,70,83,71,67,47,68,65,10,7,11,10,70,70,71,,http://dbpedia.org/resource/Alexander_Fransson
"D. Holmes","Duane Holmes",67,58,53,71,60,77,58,48,63,73,87,74,57,70,34,71,54,52,53,8,10,12,10,55,61,71,,http://dbpedia.org/resource/Duane_Holmes
"C. Fuentes","César Nicolás Fuentes González",57,54,68,72,37,59,48,54,70,64,80,67,67,94,78,48,49,70,63,11,6,13,9,71,75,71,,http://dbpedia.org/resource/César_Fuentes
"A. Zapata","Alexis Zapata Álvarez",64,70,36,70,52,70,64,61,62,71,87,75,65,81,63,70,62,37,43,10,14,12,6,22,75,71,,http://dbpedia.org/resource/Alexis_Zapata
"Carlos Júnior","Carlos Alberto Carvalho da Silva Júnior",64,70,68,67,62,72,47,42,64,74,75,72,73,68,42,65,70,15,21,9,13,12,9,17,74,71,,"http://dbpedia.org/resource/Carlos_(footballer,_born_1995)"
"N. Orsini","Nicolás Orsini",45,69,71,63,57,65,43,33,59,71,82,88,76,59,82,61,59,25,19,11,6,16,6,21,75,71,,http://dbpedia.org/resource/Nicolás_Orsini
"Léo Bonatini","Leonardo Bonatini Lohner Maia",65,69,66,71,69,72,67,63,63,73,68,68,76,69,75,69,72,28,31,15,12,8,10,33,70,71,,http://dbpedia.org/resource/Léo_Bonatini
"J. Riedewald","Jaïro Riedewald",65,46,69,77,45,66,35,35,75,71,64,62,69,61,69,64,42,72,71,15,7,15,9,73,67,71,,http://dbpedia.org/resource/Jaïro_Riedewald
"J. Gradit","Jonathan Gradit",63,19,61,71,25,58,37,28,59,66,69,67,48,89,77,47,36,73,70,8,13,11,12,69,90,71,,http://dbpedia.org/resource/Jonathan_Gradit
"B. Schmitz","Benno Schmitz",67,35,62,70,42,61,68,58,53,65,69,70,71,68,72,57,32,70,69,10,14,12,13,70,67,71,,http://dbpedia.org/resource/Benno_Schmitz
"J. de Wijs","Jordy de Wijs",37,44,72,57,27,40,65,68,61,58,42,49,78,69,88,29,49,71,67,11,9,15,13,71,72,71,#Strength,http://dbpedia.org/resource/Jordy_de_Wijs
"J. Dompé","Mamadou Jean-Luc Diarra Dompé",80,59,41,68,73,75,81,75,71,70,75,72,80,58,51,63,57,39,37,11,7,9,11,39,80,71,,http://dbpedia.org/resource/Jean-Luc_Dompé
"K. Adams Nuhu","Kasim Adams Nuhu",42,36,71,66,59,53,45,31,68,59,62,67,67,66,90,46,49,75,69,10,10,16,7,66,84,71,#Strength,http://dbpedia.org/resource/Kasim_Nuhu
"H. Preciado","Harold Fabián Preciado Villarreal",51,67,69,63,73,70,48,34,49,68,86,81,77,69,68,67,76,26,21,8,11,11,11,39,88,71,,http://dbpedia.org/resource/Harold_Preciado
"Francisco Geraldes","Francisco Oliveira Geraldes",68,55,47,72,65,78,72,70,67,77,75,72,64,65,46,73,60,43,42,10,14,9,7,29,56,71,,http://dbpedia.org/resource/Francisco_Geraldes
Charles,"Charles Marcelo da Silva",12,13,20,22,19,20,19,13,18,24,28,32,45,30,52,48,18,18,13,72,66,60,70,20,62,71,,http://dbpedia.org/resource/Charles_Silva
Fali,"Rafael Jiménez Jarque",63,55,71,67,33,56,58,67,71,66,56,59,72,83,90,58,47,72,69,8,6,6,15,65,73,71,#Strength,"http://dbpedia.org/resource/Fali_(footballer,_born_1993)"
"M. Barbieri","Miguel Ángel Barbieri",28,27,74,57,33,45,32,32,45,57,60,67,56,43,85,34,42,71,68,8,9,12,12,69,94,71,,http://dbpedia.org/resource/Miguel_Barbieri
"Álvaro Jiménez","Álvaro José Jiménez Guerrero",70,67,48,67,69,70,74,49,63,68,79,78,75,80,60,69,49,39,32,7,12,10,7,48,54,71,,http://dbpedia.org/resource/Álvaro_Jiménez_(Spanish_footballer)
"P. Tsintotas","Panagiotis Tsintotas",13,10,14,20,10,11,13,15,27,16,35,25,53,32,70,57,12,11,12,73,70,70,63,10,65,71,,http://dbpedia.org/resource/Panagiotis_Tsintotas
Nanu,"Eulânio Ângelo Chipela Gomes",64,53,52,65,56,71,65,44,58,70,85,86,70,83,63,60,40,62,63,14,12,13,13,65,77,71,,http://dbpedia.org/resource/Nanu_(footballer)
Son,"Francisco Javier Hidalgo Gómez",65,45,63,67,41,67,55,45,56,66,75,74,44,79,65,55,53,67,68,8,12,10,8,67,64,71,,http://dbpedia.org/resource/Son_(Spanish_footballer)
"F. Sørensen","Frederik Sørensen",53,18,74,69,26,62,48,26,65,62,45,63,67,65,83,65,40,71,69,11,10,14,10,72,66,71,,http://dbpedia.org/resource/Frederik_Sørensen
"M. Bettinelli","Marcus Bettinelli",12,14,11,34,12,15,12,19,38,28,34,24,55,22,40,38,18,18,17,71,69,73,73,15,60,71,,http://dbpedia.org/resource/Marcus_Bettinelli
"M. Dupé","Maxime Dupé",10,10,13,34,10,11,12,11,29,22,48,42,47,21,71,35,18,11,11,73,70,62,67,23,54,71,,http://dbpedia.org/resource/Maxime_Dupé
"M. Luongo","Massimo Luongo",51,63,59,69,46,69,49,46,64,71,70,68,69,90,68,64,52,74,71,15,13,9,14,68,84,71,,http://dbpedia.org/resource/Massimo_Luongo
"J. Murphy","Jacob Murphy",67,66,40,67,50,78,75,62,60,71,77,83,73,66,59,67,68,38,39,13,16,13,10,18,46,71,,http://dbpedia.org/resource/Jacob_Murphy
"K. Wimmer","Kevin Wimmer",44,21,70,70,27,63,24,28,69,66,50,50,40,65,77,59,35,72,71,13,10,15,12,74,62,71,,http://dbpedia.org/resource/Kevin_Wimmer
"S. Moreira","Steven Moreira",69,26,56,72,35,63,43,29,67,64,69,66,43,76,62,68,37,71,70,10,14,9,15,71,50,71,,http://dbpedia.org/resource/Steven_Moreira
"N. Poulsen","Nicolai Søberg Poulsen",63,41,52,69,35,64,62,55,66,67,59,51,54,89,75,66,41,67,63,6,13,15,11,71,59,71,,http://dbpedia.org/resource/Nicolai_Poulsen
"H. Aiesh","Hosam Aiesh",68,56,36,65,51,79,56,43,48,71,94,89,64,76,69,68,56,38,32,13,8,13,9,48,74,71,#Speedster,http://dbpedia.org/resource/Hosam_Aiesh
Aketxe,"Ager Aketxe Barrutia",75,68,40,76,60,69,84,89,75,70,66,60,85,59,62,77,73,50,48,15,14,12,15,41,43,71,"#FK Specialist",http://dbpedia.org/resource/Ager_Aketxe
"W. Ángel","Wilker José Ángel Romero",34,21,70,58,24,38,32,25,50,57,53,61,42,62,87,34,36,70,66,12,9,10,10,73,70,71,#Strength,http://dbpedia.org/resource/Wilker_Ángel
"W. Kanon","Serge Wilfried Kanon",53,32,72,60,35,63,33,30,53,60,62,67,63,69,82,40,43,72,72,8,13,15,7,70,74,71,,http://dbpedia.org/resource/Wilfried_Kanon
"M. Sobottka","Marcel Sobottka",57,54,60,71,46,65,46,44,67,67,66,63,60,83,74,58,45,71,70,11,13,13,7,71,72,71,,http://dbpedia.org/resource/Marcel_Sobottka
"J. Cabral","Yonathan Emanuel Cabral",33,23,82,54,31,44,31,28,57,44,32,48,40,30,88,44,41,73,67,10,7,12,15,71,54,71,#Strength,http://dbpedia.org/resource/Yonathan_Cabral
Iago,"Iago Azevedo dos Santos",47,23,72,57,30,47,35,30,46,58,52,40,45,64,84,36,45,75,73,14,12,6,7,68,74,71,,http://dbpedia.org/resource/Iago_Santos
"F. Formiliano","Fabricio Orosmán Formiliano Duarte",38,21,70,65,25,40,38,40,49,70,62,66,42,61,86,40,47,72,66,15,13,10,9,60,71,71,#Strength,http://dbpedia.org/resource/Fabricio_Formiliano
"S. Juklerød","Simen Kristiansen Juklerød",69,59,51,66,48,71,70,41,57,70,78,82,70,90,73,67,58,69,67,6,9,13,5,64,71,71,,http://dbpedia.org/resource/Simen_Juklerød
"L. Höler","Lucas Höler",45,74,75,56,69,57,50,38,41,59,67,73,78,81,77,54,57,38,29,8,7,12,10,33,65,71,,http://dbpedia.org/resource/Lucas_Höler
"A. Sedlar","Aleksandar Sedlar",33,43,65,64,25,31,24,22,56,58,62,50,49,74,79,47,69,72,70,14,9,12,12,68,83,71,,http://dbpedia.org/resource/Aleksandar_Sedlar
"C. Zimmermann","Christoph Zimmermann",20,25,71,54,33,39,26,20,61,51,52,51,50,72,88,25,37,73,74,11,9,9,12,71,68,71,#Strength,http://dbpedia.org/resource/Christoph_Zimmermann
"C. Ekuban","Caleb Ekuban",68,68,69,66,66,74,72,50,52,72,83,79,74,81,80,60,63,17,17,8,13,9,11,29,82,71,,http://dbpedia.org/resource/Caleb_Ekuban
